DR3Name,RA_ICRS,DE_ICRS,SolID,Source,RandomI,e_RA_ICRS,e_DE_ICRS,Plx,e_Plx,RPlx,PM,pmRA,e_pmRA,pmDE,e_pmDE,RADEcor,RAPlxcor,RApmRAcor,RApmDEcor,DEPlxcor,DEpmRAcor,DEpmDEcor,PlxpmRAcor,PlxpmDEcor,pmRApmDEcor,NAL,NAC,NgAL,NbAL,gofAL,chi2AL,epsi,sepsi,Solved,APF,nueff,pscol,e_pscol,RApscolCorr,DEpscolCorr,PlxpscolCorr,pmRApscolCorr,pmDEpscolCorr,MatchObsA,Nper,amax,MatchObs,NewMatchObs,MatchObsrm,IPDgofha,IPDgofhp,IPDfmp,IPDfow,RUWE,SDSk1,SDSk2,SDSk3,SDSk4,SDMk1,SDMk2,SDMk3,SDMk4,Dup,o_Gmag,FG,e_FG,RFG,Gmag,e_Gmag,o_BPmag,FBP,e_FBP,RFBP,BPmag,e_BPmag,o_RPmag,FRP,e_FRP,RFRP,RPmag,e_RPmag,E(BP/RP),NBPcont,NBPblend,NRPcont,NRPblend,Mode,BP-RP,BP-G,G-RP,RV,e_RV,n_RV,o_RV,o_RVd,RVNper,RVS/N,RVgof,RVchi2,RVTdur,RVamp,RVtempTeff,RVtemplogg,RVtemp[Fe/H],Vatmparam,Vbroad,e_Vbroad,o_Vbroad,GRVSmag,e_GRVSmag,o_GRVSmag,RVSS/N,VarFlag,GLON,GLAT,ELON,ELAT,QSO,Gal,NSS,XPcont,XPsamp,RVS,EpochPh,EpochRV,MCMCGSP,MCMCMSC,And,PQSO,PGal,PSS,Teff,b_Teff,B_Teff,logg,b_logg,B_logg,[Fe/H],b_[Fe/H],B_[Fe/H],Dist,b_Dist,B_Dist,A0,b_A0,B_A0,AG,b_AG,B_AG,E(BP-RP),b_E(BP-RP),B_E(BP-RP),Lib,HIP,dHIP,nHIP,f_HIP,PS1coid,PS1,dPS1,nPS1,mPS1,f_PS1,SDSS13coid,SDSS13,dSDSS13,nSDSS13,mSDSS13,f_SDSS13,SKYM2,dSKYM2,nSKYM2,mSKYM2,f_SKYM2,TYC2,dTYC2,f_TYC2,TYC2moid,nTYC2,URAT1,dURAT1,f_URAT1,URAT1oid,nURAT1,mURAT1,AllWISE,dAllWISE,f_AllWISE,AllWISEoid,nAllWISE,mAllWISE,APASS9coid,APASS9,dAPASS9,nAPASS9,mAPASS9,f_APASS9,GSC23,dGSC23,f_GSC23,GSC23coid,nGSC23,mGSC23,RAVE5,dRAVE5,f_RAVE5,RAVE5coid,nRAVE5,2MASS,d2MASS,f_2MASS,2MASScoid,n2MASS,m2MASS,RAVE6,dRAVE6,f_RAVE6,RAVE6oid,nRAVE6,RAJ2000,DEJ2000,e_RAJ2000,e_DEJ2000,RADEcorJ2000
"Gaia DR3 6070709228042569600",204.38483349982,-49.05123374017,1636148068921376768,6070709228042569600,22545335,0.1831,0.283,4.0,0.3586,11.1535,33.224,-33.222,0.34,-0.355,0.404,-0.0992,-0.0553,-7.0E-4,0.1795,-0.2236,0.2224,-0.4781,-0.3283,0.1877,-0.001,402,0,399,3,1.7237,486.1681,1.042,2.1617842,95,0,,1.2376,0.0706,0.056,-0.003,0.016,-0.189,-0.126,46,17,0.582647,50,19,0,0.0067485725,24.140488,0,0,1.061,0.2686405,0.31830776,0.32358465,0.7240733,94.472,81.469,-48.469,-15.04,0,415,333.93569,0.89919645,371.37125,19.37821,0.004017,34,50.32765517710581,4.97226,10.121686,21.084026,0.107305,32,452.71401531254384,6.7180266,67.38795,18.108335,0.016549,1.506,0,2,0,0,0,2.975691,1.705816,1.269875,,,,,,,,,,,,,,,,,,,,,,,"NOT_AVAILABLE",310.65935019453,13.12757745687,222.58961326884,-35.82689749337,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.999979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320320644,0.624653,1,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13373240-4903044 ",0.109269,8,97954011,1,0,,,,,,204.38505879388,-49.05123216121,5.443005,6.596983,-0.0166
"Gaia DR3 4109952994174588288",260.77233274125,-25.46502456278,1636148068921376768,4109952994174588288,407264147,1.6175,0.7255,4.0,2.076,1.9268,1.856,-1.696,1.974,-0.753,1.272,0.4073,-0.7466,0.0722,-0.654,-0.3736,-0.31,-0.6989,-0.3423,0.642,0.1304,185,0,183,2,0.8067,201.68951,1.458,0.64965045,95,0,,1.5337,0.2,0.088,-0.027,-0.17,0.219,-0.146,21,10,2.812609,22,14,1,0.08362385,13.516954,0,0,1.041,0.27485552,0.69549966,0.3969328,0.23208691,-4.22,4.578,3.158,14.188,0,183,165.31504,1.2216212,135.32431,20.141586,0.008483,2,31.82995981880131,16.558779,1.9222407,21.581451,0.564835,2,140.9316517344796,4.801685,29.350458,19.375374,0.037185,1.045,0,0,0,0,1,2.206078,1.439865,0.766212,,,,,,,,,,,,,,,,,,,,,,,"NOT_AVAILABLE",0.21360932373,6.08958743974,261.66883332095,-2.29221714521,0,0,0,0,0,0,0,0,0,0,0,6.0E-6,0.0,0.999989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.772341089,-25.46502121506,31.510868,20.867674,0.1717
"Gaia DR3 3215642156250053888",84.01992191965,-4.39305177194,1636148068921376768,3215642156250053888,522997251,1.1474,0.9136,4.0,1.9595,2.0413,2.726,-2.07,2.021,-1.775,1.301,0.6435,-0.4804,0.2523,0.004,-0.5002,0.0585,0.0219,-0.1751,0.0012,0.6069,250,0,249,1,0.5832,274.8822,1.733,0.5528324,95,0,,1.5166,0.2399,-0.305,-0.308,0.382,-0.022,0.205,29,10,3.075609,31,15,0,0.028162409,167.94067,0,0,1.025,0.39993155,0.50621086,0.45000178,0.7293846,142.191,-32.199,14.029,-39.962,0,231,92.29762,0.83403814,110.66354,20.774391,0.010191,22,47.47986749549341,6.202826,7.654554,21.147268,0.141869,27,81.82570502031419,8.634107,9.477032,19.965672,0.114627,1.401,0,1,0,1,0,1.181597,0.372877,0.80872,,,,,,,,,,,,,,,,,,,,,,,"NOT_AVAILABLE",208.16799245113,-18.75229479992,83.26287678788,-27.69258672579,0,0,0,0,0,0,0,0,0,0,0,1.0E-6,0.0,0.999993,,,,,,,,,,,,,,,,,,,,,,,,,,,847590093,102720840198698761,0.018411,1,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S1LG012109",1.398656,8,512996764,1,0,,,,,,,,,,,,,,,,,84.01993114539,-4.39304388417,32.066704,20.813952,0.6103
"Gaia DR3 85321144538474496  ",41.46318377244,20.6540209924,1636148068921376768,85321144538474496,323457378,0.0588,0.064,4.0,0.0657,60.9173,37.097,-32.186,0.078,18.447,0.085,0.3838,0.2054,0.3025,0.3548,-0.2683,0.4388,0.6085,-0.0085,-0.2086,0.5538,155,0,154,1,-0.789,140.87198,0.0,0.0,31,0,1.278,,,,,,,,18,13,0.149454,21,6,0,0.038827512,78.65621,0,0,0.952,0.35215354,0.278816,0.4505779,0.86405164,-59.491,-37.408,-51.115,30.598,0,156,5423.74851,6.351162,853.97736,16.351618,0.003035,17,1044.9657057951251,9.9670105,104.84244,17.790787,0.010725,18,6754.212929504232,19.327953,349.4531,15.173959,0.004893,1.438,0,1,0,1,0,2.616828,1.439169,1.177659,,,,,,,,,,,,,,,,,,,,,,,"NOT_AVAILABLE",155.98146593867,-34.7718398946,45.30655311166,4.42549969535,0,0,0,0,0,0,0,0,1,1,0,0.0,0.0,0.996487,3505.5,3495.7,3514.0,4.5696,4.5057,4.6295,-0.3274,-0.4183,-0.2705,231.5669,216.93,241.3483,1.0205,0.9981,1.0411,0.6682,0.6533,0.6818,0.4165,0.4078,0.4245,"MARCS  ",,,,,1421565853,132780414632385328,0.063594,1,0,40,239123334,1237666275283959828,0.063724,1,0,40,,,,,,,,,,,"URAT1-554016130",0.02643,8,92835206,1,0,"J024551.17+203914.3",0.014975,8,505759918,1,0,,,,,,,"NC6H001449",0.07086,8,676612589,1,0,,,,,,"02455121+2039141 ",0.061083,8,354533718,1,0,,,,,,41.46333664519,20.65393900538,1.239262,1.325543,0.5393
"Gaia DR3 5147657809089419008",31.28478023004,-16.40358659689,1636148068921376768,5147657809089419008,209209771,0.0241,0.0198,4.0,0.0284,140.8626,70.719,56.257,0.034,-42.853,0.025,0.1075,0.141,-0.1551,0.3459,-0.0992,0.3834,-0.0504,-0.0106,0.128,0.1503,336,0,331,5,2.5991,397.1786,0.09,1.994974,31,1,1.376,,,,,,,,39,18,0.0489,42,22,0,0.025388503,135.88751,0,0,1.102,0.27537355,0.28634357,0.2657682,0.43973997,-66.314,-25.356,-41.964,27.943,0,361,20008.82451,5.5143766,3628.4834,14.934313,0.002772,39,6610.709096773638,16.67702,396.39633,15.787922,0.00391,38,19538.929350693055,14.651806,1333.5509,14.020643,0.003866,1.307,0,2,0,1,0,1.767279,0.853609,0.91367,62.78,5.13,2,14,2,12,4.4559665,,,893.949,,4250.0,3.5,0.25,111,,,,13.514258,0.137179,12,,"NOT_AVAILABLE",184.57221206388,-69.84533977975,22.80586268641,-27.20999180692,0,0,0,1,1,0,0,0,1,1,0,0.0,0.0,1.0E-6,4134.4,4126.8,4144.1,4.6495,4.644,4.6536,0.0673,0.0512,0.0873,257.6026,255.7852,260.9072,0.4646,0.4534,0.4784,0.3362,0.3281,0.3464,0.1819,0.1775,0.1874,"MARCS  ",,,,,520241144,88310312846866193,0.156384,1,0,40,,,,,,,14359685,0.30515,1,0,40,,,,,,,,,,,,"J020508.32-162412.6",0.010202,8,286672058,1,0,25282138,37816753,0.18752,1,0,8,"S0II000456",0.070986,8,426257568,1,0,,,,,,"02050828-1624123 ",0.04115,8,237214942,1,0,,,,,,31.28451959103,-16.40339613684,0.55608,0.397574,0.115
"Gaia DR3 6252691596578243072",230.53138246329,-21.81691727075,1636148068921376768,6252691596578243072,275954157,0.8494,0.8137,4.0,0.8858,4.5156,4.141,-4.128,1.28,-0.33,1.397,-0.283,-0.212,0.2411,-0.4246,-0.2426,-0.5391,0.6373,-0.0061,-0.1108,-0.5996,137,0,136,1,1.2807,166.48724,2.087,1.4711809,95,0,,1.2361,0.2206,0.099,0.092,0.012,-0.07,-0.137,17,13,2.435325,33,5,1,0.07322718,111.43582,0,0,1.078,0.2566524,0.24890138,0.27901834,0.75889075,-141.725,16.172,-5.03,-30.368,0,238,152.19779,0.9631891,158.01443,20.231346,0.007403,22,39.61319722134014,5.63915,7.024675,21.343943,0.154586,31,198.4700714316737,6.365878,31.177172,19.003658,0.035029,1.564,0,0,0,0,0,2.340284,1.112597,1.227688,,,,,,,,,,,,,,,,,,,,,,,"NOT_AVAILABLE",343.36696936724,28.98158279201,233.76835809738,-3.20424710131,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.999995,,,,,,,,,,,,,,,,,,,,,,,,,,,346293507,81822305313520012,0.007435,1,0,8,,,,,,,118762325,0.17548,1,0,8,,,,,,,,,,,,"J152207.51-214900.6",0.321395,8,254100426,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.53140222545,-21.81691580199,20.287847,21.849016,-0.5813
"Gaia DR3 4147368545858868992",273.01053586965,-13.58283836093,1636148068921376768,4147368545858868992,747275786,1.2558,1.4062,4.0,1.6241,2.4629,6.254,-0.457,1.838,-6.237,1.242,0.4332,-0.2197,-0.1865,-0.0791,-0.6633,0.1842,-0.5391,-0.2155,0.2238,0.0308,113,0,113,0,1.2194,131.77647,2.182,0.8508415,95,0,,0.8756,0.3664,-0.162,-0.01,0.274,-0.14,-0.411,13,9,2.588483,13,6,1,0.049470674,160.47487,0,0,1.081,0.3433866,0.548591,0.6022429,0.6341875,-85.113,-28.932,-35.707,-44.105,0,112,100.32778,1.1380295,88.15922,20.683813,0.01262,4,50.92752535672838,19.468287,2.6159222,21.071161,0.415059,12,156.1952690358053,12.022068,12.992379,19.263725,0.083653,2.064,0,0,0,0,0,1.807436,0.387348,1.420088,,,,,,,,,,,,,,,,,,,,,,,"NOT_AVAILABLE",16.36900215595,2.34333688347,272.96987538467,9.82541137629,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.999996,,,,,,,,,,,,,,,,,,,,,,,,,,,603195202,91702730105290962,0.042019,1,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18120252-1334582 ",0.170341,8,247646678,1,0,,,,,,273.01053795781,-13.58281064044,29.666807,20.66675,0.0214
"Gaia DR3 4259344394879453312",280.27398476592,-2.83329240128,1636148068921376768,4259344394879453312,399268835,1.6978,1.8655,4.0,1.6057,2.4911,7.601,-2.385,1.678,-7.217,1.616,0.583,-0.0587,-0.3821,-0.5687,-0.5605,-0.558,-0.3212,0.0116,-0.1731,0.5281,95,0,95,0,0.2887,96.94457,1.211,0.25437152,95,0,,1.6058,0.3393,0.012,0.226,0.089,-0.391,-0.434,11,10,3.236538,11,4,0,0.09017072,89.37826,0,0,1.018,0.5585606,0.5279144,0.64326966,0.8006248,-70.247,-39.471,-39.711,43.799,0,94,114.74765,1.4570193,78.755066,20.538008,0.014059,4,23.684161788793645,9.897005,2.3930635,21.902397,0.45371,9,275.1738804184882,17.783127,15.473875,18.648878,0.070267,2.604,0,0,0,0,1,3.253519,1.364389,1.88913,,,,,,,,,,,,,,,,,,,,,,,"NOT_AVAILABLE",29.23110498439,1.0061100052,280.94301994871,20.21655493878,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.999993,,,,,,,,,,,,,,,,,,,,,,,,,,,884487897,104602802739830460,0.026873,1,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.27399538004,-2.83326032433,27.536904,26.518985,0.577
"Gaia DR3 4315078948539402496",294.11751127901,11.58680602923,1636148068921376768,4315078948539402496,1289241649,1.3378,1.0349,4.0,1.3804,2.8977,7.65,-6.935,1.796,-3.228,1.11,-0.0121,-0.0395,-0.0594,-0.3393,-0.0025,-0.5146,0.6241,-0.3802,-0.3766,-0.0498,135,0,130,5,2.2272,170.2498,2.785,2.1251554,95,0,,1.6535,0.2565,0.028,0.064,0.172,-0.053,-0.188,18,9,2.579294,23,5,6,0.86559504,9.377768,11,34,1.142,0.21775,0.58479375,0.5281056,0.5463553,-53.723,-15.293,-11.434,-28.685,0,138,136.36193,3.7838502,36.037876,20.350634,0.030253,0,,,,,,0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"NOT_AVAILABLE",48.40518390477,-4.50949130402,298.39587092416,32.67919123512,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1220311396,121902941175964779,0.898019,1,1,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"N2A8105184",0.650824,12,619384456,1,1,,,,,,,,,,,,,,,,,294.11754274447,11.58682037627,28.847114,17.126304,-0.0042
"Gaia DR3 5873650768402707328",226.21198868524,-63.2239483735,1636148068921376768,5873650768402707328,421061350,0.4131,0.447,4.0,0.6229,6.4214,7.216,-4.072,0.622,-5.957,0.614,0.2881,-0.0817,-0.3473,0.0052,-0.2368,0.0855,-0.3132,-0.293,0.1751,0.2185,358,0,356,2,7.9757,654.44745,2.797,9.284009,95,0,,1.2411,0.1211,-0.086,0.056,-0.029,0.008,-0.256,41,18,0.951716,44,18,1,0.11744839,163.04349,0,0,1.315,0.1806945,0.37389567,0.302775,0.23691297,-113.847,-58.647,34.349,34.146,0,380,195.72729,1.0087088,194.03746,19.958239,0.006237,37,52.630146633337,3.7201326,14.147385,21.035456,0.076795,42,232.98089168348156,5.211566,44.704586,18.829596,0.024579,1.459,0,0,0,1,0,2.20586,1.077217,1.128643,,,,,,,,,,,,,,,,,,,,,,,"NOT_AVAILABLE",317.3106280891,-4.13925717096,244.49734487321,-43.60943204869,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.21202886022,-63.22392189745,10.095707,9.96639,0.2085
"Gaia DR3 4057912971317063424",262.33311208012,-31.5948138915,1636148068921376768,4057912971317063424,259749483,2.1709,1.3866,4.0,2.6753,1.4952,4.726,-2.988,2.563,-3.662,1.525,0.6281,-0.608,0.0782,-0.7067,-0.6324,-0.0393,-0.6951,-0.5732,0.5519,-0.1081,113,0,113,0,-1.1461,95.99039,0.0,0.0,95,0,,0.8616,0.3392,-0.406,-0.113,0.277,-0.283,0.088,13,9,3.849987,13,5,0,0.059679065,7.3381777,0,0,0.92,0.335719,0.55694366,0.40948653,0.22180559,-128.885,-4.514,-29.547,-30.397,0,111,105.5838,1.1882064,88.85982,20.628374,0.012525,4,33.43149097684754,14.464577,2.3112664,21.528152,0.469766,5,162.95685671601524,16.383284,9.946532,19.217714,0.109223,1.86,0,1,0,2,0,2.310438,0.899778,1.41066,,,,,,,,,,,,,,,,,,,,,,,"NOT_AVAILABLE",355.87003851963,1.54225634175,263.40503518283,-8.33088493711,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.999983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.33312766961,-31.59479761578,40.895485,25.384304,-0.0642
"Gaia DR3 4108615025893828864",258.48684113813,-27.08343423576,1636148068921376768,4108615025893828864,883275873,0.9587,0.5374,4.0,1.0578,3.7814,15.337,-11.959,1.202,-9.602,0.711,0.2716,-0.2579,-0.0083,-0.1042,-0.333,0.0755,-0.5317,-0.135,0.3564,0.0767,214,0,212,2,3.4341,297.5217,3.02,3.8894484,95,0,,1.7537,0.1629,-0.145,0.146,0.085,0.139,-0.075,25,12,1.66772,27,15,0,0.30827168,77.14058,0,33,1.172,0.12009873,0.67981255,0.3016049,0.100514494,-29.942,-8.12,-5.555,-17.958,0,201,150.37787,1.2770092,117.75786,20.244408,0.009623,0,,,,,,0,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,"NOT_AVAILABLE",357.70168595621,6.85712596781,259.73786840944,-4.0533694076,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.48690083575,-27.08339156199,19.268358,11.672041,0.0769
"Gaia DR3 2173042384220114688",325.97064311682,52.00574765915,1636148068921376768,2173042384220114688,1753962674,0.9032,1.1949,4.0,1.3837,2.8908,4.018,-3.982,1.195,-0.538,1.322,-0.0724,-0.0772,-0.0039,0.1388,0.5514,-0.0149,-0.079,-0.2129,-0.1124,-0.109,252,0,237,15,13.1492,716.13763,7.55,18.99979,95,0,,1.2244,0.256,-0.03,0.146,0.189,-0.081,-0.11,30,20,1.874823,34,34,0,0.29988334,72.000854,14,0,1.669,0.24668491,0.109334946,0.07748355,0.3841649,-103.592,76.22,-41.61,29.171,0,264,98.81178,1.665784,59.31848,20.700344,0.01851,25,36.01123261999962,4.489342,8.021494,21.447447,0.135382,30,173.87887111999532,6.128053,28.374243,19.147278,0.038451,2.124,0,1,0,2,0,2.300169,0.747103,1.553066,,,,,,,,,,,,,,,,,,,,,,,"NOT_AVAILABLE",96.22389416556,-0.86340679334,359.70947387245,59.324768228,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.999998,,,,,,,,,,,,,,,,,,,,,,,,,,,1974901794,170403259707467688,0.070573,1,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.97067186814,52.00575004905,19.140275,21.283166,-0.114
"Gaia DR3 2541174064182850432",4.01805482988,-3.39385174752,1636148068921376768,2541174064182850432,716280174,0.0139,0.0102,4.0,0.0154,259.7643,57.895,57.538,0.019,-6.418,0.014,0.2026,-0.0997,-0.0199,-0.0964,-0.2062,-0.1288,0.1484,0.093,-0.1305,0.1514,238,0,238,0,-1.5559,207.962,0.0,0.0,31,0,1.479,,,,,,,,28,14,0.027296,35,9,0,0.048479136,64.66622,0,0,0.927,0.10822491,0.3963023,0.11710759,0.47946426,-170.18,-16.489,-47.659,19.743,0,272,98793.07961,24.23144,4077.062,13.200551,0.002768,34,44899.67895990843,42.01406,1068.6823,13.707934,0.002969,33,76429.87103048427,63.68388,1200.1447,12.539738,0.003886,1.228,0,1,0,0,0,1.168197,0.507383,0.660813,7.28,1.35,2,19,5,14,17.134089,,,1020.645,,4750.0,4.0,0.0,111,,,,12.287683,0.02048,14,,"NOT_AVAILABLE",101.80593418906,-64.80502479829,2.33635956792,-4.71147104781,0,0,0,1,1,0,0,0,1,1,0,0.0,0.0,0.999806,4780.1,4772.4,4788.8,4.557,4.5542,4.5598,-0.0542,-0.064,-0.045,247.2812,246.3439,248.1596,0.0193,0.0109,0.0285,0.0151,0.0085,0.0224,0.008,0.0045,0.0118,"MARCS  ",,,,,871469369,103920040179547799,0.189893,1,0,40,44236585,1237678879411732525,0.116405,1,0,8,13318476,0.212412,1,0,8,,,,,,"URAT1-434000570",0.062625,8,22276774,1,0,"J001604.30-032337.8",0.082438,8,364691264,1,0,30930726,16832478,0.030084,1,0,8,"S01R000020",0.10004,8,519176226,1,0,,,,,,"00160426-0323379 ",0.198316,8,282371015,1,0,,,,,,4.01779865646,-3.39382322118,0.312189,0.227413,0.1624
"Gaia DR3 4472100204081411584",266.95583520685,2.77979436444,1636148068921376768,4472100204081411584,88974874,1.3625,1.8407,4.0,1.59,2.5157,11.094,-7.34,2.306,-8.319,1.889,0.4188,0.1266,-0.3312,-0.5179,-0.0116,-0.7645,-0.7955,-0.159,0.1304,0.6486,114,0,114,0,1.3179,132.19397,2.114,0.6359443,95,0,,1.9449,0.3978,0.032,0.017,0.012,0.054,-0.202,14,9,4.14036,16,10,1,0.018595723,41.154243,0,0,1.088,0.31900835,0.3646275,0.51093125,0.3696944,-150.092,7.641,-51.329,33.904,0,109,92.62784,1.247465,74.25285,20.770514,0.014879,8,37.49973763722167,5.7529936,6.5183,21.403471,0.166591,9,66.58569752255333,9.998864,6.659326,20.189444,0.163084,1.124,0,0,0,0,0,1.214027,0.632957,0.58107,,,,,,,,,,,,,,,,,,,,,,,"NOT_AVAILABLE",28.07409288761,15.40867057819,266.61137414332,26.18327443104,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.999996,,,,,,,,,,,,,,,,,,,,,,,,,,,1018121993,111332669558746229,0.007162,1,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"N379031038",0.747274,8,561942170,1,0,,,,,,,,,,,,,,,,,266.9558678661,2.77983133739,37.377153,31.710714,0.6731
"Gaia DR3 4068142758876062592",266.38916510746,-24.33512622733,1636148068921376768,4068142758876062592,543362938,0.3414,0.2903,4.0,0.3985,10.0374,3.942,-3.887,0.462,-0.656,0.274,0.2571,0.0382,-0.2675,-0.1157,-0.4462,0.0724,-0.7936,-0.3645,0.3795,0.1572,338,0,332,6,41.3136,3213.1035,2.059,56.646763,95,0,,1.3217,0.0546,-0.078,-0.154,0.119,-0.083,0.006,40,18,0.659842,41,27,0,0.1617837,102.34178,29,7,2.995,0.39912787,0.67147756,0.29825225,0.36309657,-173.572,-14.621,-59.567,-24.468,0,274,1116.18737,3.4408472,324.3932,18.068024,0.004335,5,425.0989248497489,16.526344,25.722502,18.767317,0.042302,5,1719.1006492681142,26.06052,65.965706,16.659643,0.016887,1.921,0,5,0,5,0,2.107674,0.699293,1.408381,,,,,,,,,,,,,,,,,,,,,,,"NOT_AVAILABLE",3.92195868215,2.40772476039,266.70992862666,-0.93707419306,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.999988,,,,,,,,,,,,,,,,,,,,,,,,,,,258344538,78792663892498201,0.089925,1,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"S8CN019688",1.68394,8,366051587,1,2,,,,,,,,,,,,,,,,,266.38918406851,-24.33512331325,7.49757,4.623672,0.1485
"Gaia DR3 5227817768736633600",169.76253566959,-72.13317802146,1636148068921376768,5227817768736633600,1129483178,0.2055,0.185,4.0,0.2158,18.5324,40.134,-36.711,0.286,16.217,0.247,-0.0569,-0.1233,-0.0299,0.1208,-0.0499,0.1104,0.0461,0.1024,0.0531,-0.1087,401,0,401,0,-0.3575,463.81772,0.834,1.5574532,95,0,,1.0661,0.0611,0.135,-0.019,-0.047,-0.082,0.152,46,28,0.402269,51,16,0,0.023812324,104.43381,0,0,0.986,0.079450205,0.081955515,0.030972613,0.15177679,-179.966,3.97,-10.887,13.862,0,433,315.30306,0.8124491,388.0896,19.440546,0.003927,40,36.36803275762262,4.438468,8.193826,21.436743,0.132536,46,473.4860363070453,4.70415,100.65283,18.059628,0.01143,1.617,0,2,0,1,0,3.377115,1.996197,1.380919,,,,,,,,,,,,,,,,,,,,,,,"NOT_AVAILABLE",295.90016004631,-10.53445141618,227.41981478358,-63.49866506875,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451122455,0.187057,1,0,8,,,,,,,,,,,,"J111903.05-720759.5",0.02576,8,20238545,1,0,,,,,,,"S405057859",0.200843,8,24117671,1,0,,,,,,"11190316-7207595 ",0.179749,8,7805504,1,0,,,,,,169.76306747409,-72.13325009845,4.586685,3.95162,-0.1193
"Gaia DR3 1236915126293796352",223.56932584682,19.1123080369,1636148068921376768,1236915126293796352,699761934,0.2995,0.2967,4.0,0.3807,10.5076,30.559,18.081,0.47,-24.636,0.437,0.0784,-0.0817,-0.2272,-0.1208,-0.206,-0.09,-0.0686,3.0E-4,0.1291,0.2165,279,0,275,4,0.3957,329.69586,1.023,1.2135017,95,0,,1.0334,0.101,-0.045,0.015,0.075,-0.013,-0.102,32,17,0.700648,32,15,0,0.041092012,15.440115,0,0,1.016,0.15871787,0.020729914,0.18808518,0.6598012,-30.462,-69.063,-46.919,-30.11,0,274,242.14776,0.98773235,245.15524,19.727165,0.005216,16,40.15496161386177,8.020575,5.0064945,21.329195,0.216884,25,334.7510830408652,10.159672,32.949005,18.43609,0.033168,1.548,0,1,0,1,0,2.893105,1.60203,1.291075,,,,,,,,,,,,,,,,,,,,,,,"NOT_AVAILABLE",23.6308558408,60.72714065193,214.31464690403,34.01786001374,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.999963,,,,,,,,,,,,,,,,,,,,,,,,,,,1388753818,130932235692985377,0.049886,1,0,40,227570387,1237665565000335490,0.063308,1,0,8,,,,,,,,,,,"URAT1-546185989",0.228514,8,87792393,1,0,"J145416.63+190644.4",0.04483,8,497001272,1,0,,,,,,,"N5VP004942",0.367062,8,667390635,1,0,,,,,,"14541661+1906447 ",0.063895,8,350114299,1,0,,,,,,223.56924079859,19.11241752995,7.598931,7.01874,0.2222
